issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible,cuartil_sjr_ord,h_index,total_docs,total_docs_3y,total_refs,total_citas_3y,docs_citables_3y,citas_por_doc_2y,refs_por_doc,pct_female,fecha_incorporacion,fecha_actualizacion,Last Full Review Date,num_articulos,semanas_pub,ratio_citas_docs,indice_calidad_costo,apc_monto_usd_zscore,sjr_score_zscore,h_index_zscore,semanas_pub_zscore,apc_monto_usd_minmax,sjr_score_minmax,h_index_minmax,semanas_pub_minmax
1794-9920,,1794-9920,economia negocios ciencias sociales c facultad economicas u pamplona social as,face management economics education accounting sciences economic theory demography science,11,10,1828.49,EUR,1974.77,1.08,5196.76,observado,True,0,,,,,,,,,,2015-11-10T13:17:26Z,2018-10-17T07:21:28Z,2018-10-17,239,8,,0.4142999458923853,0.7484,,,-0.9562,0.3514,,,0.0465
0123-4226,0123-4226,2619-2551,otras ciencias agricolas b q4 u d c actualidad divulgacion cientifica facultad veterinarias universidad zulia,agricultural biological sciences miscellaneous biochemistry genetics molecular biology environmental science geography planning development social veterinary medicine animal economics public health food technology agriculture culture cattle,15,25,895.15,EUR,966.76,1.08,2544.11,observado,True,1,8,33,136,1428,66,131,0.36,43.27,0.3945,2023-02-27T14:36:38Z,2023-02-27T14:36:38Z,2023-02-27,2418,9,0.4852941176470588,0.454861485991172,-0.4659,-0.1242,-0.023,-0.8714,0.1705,0.0639,0.15,0.0581
1657-4702,1991-2773,2462-859X,otras humanidades b latinoamericana latinamerican rias cultural,bioetica bioethics american hemispheric transoceanic literary anthropology language literature,7,9,2492.33,EUR,2691.72,1.08,7083.47,observado,True,0,,,,,,,,,,2021-01-12T14:49:39Z,2021-01-12T14:49:38Z,2021-01-12,1,50,,0.24280016879825161,1.6121,,,2.6052,0.48,,,0.5349
2382-4018,2382-4018,2382-4018,otras humanidades c ciencias sociales social territorial general,collectivus practics practices economical sciences,8,5,2000.0,EUR,2160.0,1.08,5684.21,observado,True,0,,,,,,,,,,2016-01-08T11:44:05Z,2020-08-04T09:03:57Z,2020-08-04,18,12,,0.40575507148381984,0.9715,,,-0.617,0.3846,,,0.093
2322-9381,2322-9381,2322-9675,historia arqueologia humanidades a2 q2 q3 trashumante general,history social sciences miscellaneous arts humanities public health medicine,8,9,2618.0,EUR,2827.44,1.08,7440.63,observado,True,3,7,21,88,724,25,87,0.29,34.48,0.6522,2021-02-28T21:16:35Z,2021-02-28T21:16:35Z,2021-02-28,915,16,0.2840909090909091,0.43271700697747767,1.7755,0.4665,-0.1641,-0.2778,0.5043,0.1204,0.125,0.1395
0124-2253,2521-9715,2344-8350,otras ingenierias tecnologias ingenieria tecnologia b cientifica facultad ciencias veterinarias universidad zulia,veterinary medicine animal science agricultural economics public health food technology agriculture culture cattle,12,13,895.15,EUR,966.76,1.08,2544.11,observado,True,0,,,,,,,,,,2023-02-27T14:36:38Z,2023-02-27T14:36:38Z,2023-02-27,2418,9,,0.4236763726172109,-0.4659,,,-0.8714,0.1705,,,0.0581
0034-7426,1657-0448,2357-4100,matematica ciencias naturales c q4 colombiana matematicas social general,dermatology surgery medicine science sociology anthropology political demography sciences,9,9,2331.51,EUR,2518.03,1.08,6626.39,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2020-10-13T19:59:55Z,2020-10-13T19:59:55Z,2020-10-13,0,20,0.04065040650406504,0.32810844711376164,1.4028,-0.7278,-0.8695,0.0613,0.4488,0.0061,0.0,0.186
0120-5587,0717-621X,0120-5587,estudios generales lenguaje idiomas literatura humanidades c,linguistica literature linguistics latin america applied literary theory language,7,9,2380.0,EUR,2570.4,1.08,6764.21,observado,True,0,,,,,,,,,,2021-07-21T16:27:37Z,2024-10-15T19:17:00Z,2024-10-15,50,54,,0.23553208356034896,1.4659,,,2.9444,0.4582,,,0.5814
0121-053X,0121-053X,2346-1829,linguistica idiomas literatura humanidades b q2 slavic,linguistics language social sciences linguistica hispanica modern romance languages germanic literature philology,7,12,1898.13,EUR,2049.98,1.08,5394.68,observado,True,3,4,21,63,646,23,63,0.4,30.76,0.36,2015-11-07T20:25:09Z,2022-07-27T09:21:52Z,2022-07-27,1275,20,0.36507936507936506,0.4309085473169801,0.839,0.5949,-0.5873,0.0613,0.3649,0.1327,0.05,0.186
1794-2470,2715-9256,2462-9448,ciencias biologicas naturales b nova publicacion cientifica medicas publica pemikiran administrasi negara asia,jurnal public administration policy bureaucracy service governance local government political science institutions asian only,13,14,2900.0,EUR,3132.0,1.08,8242.11,observado,True,0,,,,,,,,,,2022-09-19T15:04:51Z,2022-09-19T15:04:51Z,2022-09-19,143,22,,0.3088563103008761,2.1424,,,0.2309,0.559,,,0.2093
0120-159X,1657-0448,2256-5485,sociologia ciencias sociales b q4 colombiana social general,dermatology surgery medicine sciences epistemology chilhood gender child abuse sociology,8,10,2505.83,EUR,2706.3,1.08,7121.84,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2024-01-03T07:55:15Z,2024-01-03T07:55:15Z,2024-01-03,39,30,0.04065040650406504,0.3008222654082968,1.6296,-0.7278,-0.8695,0.9093,0.4826,0.0061,0.0,0.3023
2027-2448,2745-1402,2745-1402,otras ciencias sociales c pensamiento americano jurisprudence social general,law politics philosophy sociology sciences,9,5,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2021-07-27T23:31:11Z,2021-07-27T23:31:11Z,2021-07-27,246,16,,0.33939548713948764,0.7481,,,-0.2778,0.3513,,,0.1395
0122-9354,2675-6617,2389-8526,ciencias veterinarias agricolas c medicina veterinaria,veterinary medicine animal production biology agriculture culture,6,7,380.8,EUR,411.26,1.08,1082.26,observado,True,0,,,,,,,,,,2023-07-06T16:59:40Z,2023-07-06T16:59:40Z,2023-07-06,780,12,,0.4254676234530693,-1.135,,,-0.617,0.0709,,,0.093
0122-8900,2471-6839,2463-0470,economia negocios ciencias sociales c panorama economico modernism general,twentieth century art nineteenth african american contemporary critical theory fine arts history,9,12,1828.49,EUR,1974.77,1.08,5196.76,observado,True,0,,,,,,,,,,2020-01-16T15:03:43Z,2020-01-16T15:03:43Z,2020-01-16,727,12,,0.4077632340370293,0.7484,,,-0.617,0.3514,,,0.093
0123-3769,1996-5389,2500-8684,otras ciencias sociales c perspectiva geografica oficial universidad privada antonio guillermo urrelo social general,sciences law economics education management,14,5,2838.0,EUR,3065.04,1.08,8065.89,observado,True,0,,,,,,,,,,2020-01-09T11:25:57Z,2020-02-05T13:06:19Z,2020-02-05,0,6,,0.4067244554277695,2.0618,,,-1.1258,0.547,,,0.0233
1909-941X,2660-9037,2389-7848,economia negocios ciencias sociales c historia humanas pensamiento critico social,clio america history literature sciences humanities geography anthropology recreation auxiliary,10,10,2200.0,EUR,2376.0,1.08,6252.63,observado,True,0,,,,,,,,,,2021-11-29T08:50:41Z,2021-11-29T08:50:40Z,2021-11-29,441,24,,0.3146270488433998,1.2317,,,0.4005,0.4234,,,0.2326
0120-0062,1984-9834,2011-3668,filosofia otras humanidades b valores em desenvolvimento agricultura sociedade social agrarian,ideas interfaces sciences rural sociology antropology economy development change agriculture,11,10,2709.03,EUR,2925.75,1.08,7699.34,observado,True,0,,,,,,,,,,2020-06-09T16:41:37Z,2020-06-09T16:41:37Z,2020-06-09,286,36,,0.275164108315628,1.894,,,1.4181,0.522,,,0.3721
2145-132X,2145-132X,2145-132X,historia arqueologia humanidades a2 q2 q3 historelo colombian,cultural history pharmacology toxicology pharmaceutics miscellaneous social sciences arts humanities regional local america latin spanish,8,15,1878.22,EUR,2028.48,1.08,5338.11,observado,True,3,6,25,72,1291,18,62,0.09,51.64,0.4722,2011-01-18T08:28:47Z,2025-04-03T05:59:48Z,2025-04-03,446,5,0.25,0.5083282384358019,0.8131,0.4023,-0.3052,-1.2106,0.361,0.1143,0.1,0.0116
1657-7027,1657-7027,2500-6177,salud publica ciencias medicas c q4 gerencia politicas ciencia general,health policy medicine politica political science relations sociology latin america public economy,10,12,2443.03,EUR,2638.47,1.08,6943.34,observado,True,1,12,10,61,477,17,60,0.2,47.7,0.5769,2024-05-29T07:00:43Z,2024-05-29T07:00:43Z,2024-05-29,0,25,0.2786885245901639,0.34791749112246073,1.5479,-0.4067,0.5413,0.4853,0.4704,0.0369,0.25,0.2442
0120-2812,0120-2812,2323-0118,ciencias tierra medioambientales naturales b q4 plant general,agronomy crop science soil agricultural biological sciences agronomica animal culture aquaculture forestry agriculture,8,13,450.0,BRL,90.0,0.2,236.84,declarado,True,1,18,24,119,784,31,119,0.2,32.67,0.3333,2012-05-09T10:35:00Z,2022-09-18T09:25:11Z,2022-09-18,1547,14,0.2605042016806723,0.42302888333883737,-1.522,-0.4324,1.3877,-0.4474,0.0132,0.0344,0.4,0.1163
1692-2530,1406-5509,2248-4078,derecho ciencias sociales c q4 juridica penal code civil fundamental personal europe,law social sciences opinion estonian rights european,12,7,3345.32,EUR,3612.95,1.08,9507.76,observado,True,1,3,27,93,1170,8,93,0.02,43.33,0.3704,2017-08-14T17:44:36Z,2025-03-31T08:15:18Z,2025-03-31,0,20,0.08602150537634409,0.3201382732940231,2.7218,-0.4196,-0.7284,0.0613,0.6453,0.0356,0.025,0.186
0120-3886,0120-1867,2390-0016,derecho ciencias sociales c q3 q4 facultad politicas universidad catolica santisima concepcion legal jurisprudence,law political science relations social sciences history public private,14,9,2443.03,EUR,2638.47,1.08,6943.34,observado,True,2,4,13,52,576,12,50,0.26,44.31,0.3125,2024-11-05T07:14:45Z,2024-11-05T07:14:45Z,2024-11-05,126,10,0.23076923076923078,0.45559996121376956,1.5479,-0.0472,-0.5873,-0.7866,0.4704,0.0713,0.05,0.0698
0123-3475,1657-0448,1909-8758,biotecnologia agricola ciencias agricolas b q4 colombiana artificial virtual general,dermatology surgery medicine intelligence practical innovative uses iot networks smart objects cyber physical systems augmented reality enabled devices science mathematics instruments machines electronic computers computer software technology cybernetics,10,28,837.19,EUR,904.17,1.08,2379.39,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2021-03-29T14:33:59Z,2023-04-12T14:59:19Z,2023-04-12,250,11,0.04065040650406504,0.4265965978183474,-0.5413,-0.7278,-0.8695,-0.7018,0.1593,0.0061,0.0,0.0814
0121-3784,2166-5095,0121-3784,ciencias animales lecheria agricolas b q4 social labor human,animal science zoology agricultural biological sciences livestock rural development sustainability community gender equality industries land use economic growth planning communities classes races settlements,9,23,2930.53,EUR,3164.97,1.08,8328.87,observado,True,1,42,60,266,1738,176,266,0.58,28.97,0.2553,2018-07-30T14:59:23Z,2025-01-13T12:11:42Z,2025-01-13,196,12,0.6616541353383458,0.5453284919167061,2.1821,0.6591,4.7736,-0.617,0.5649,0.1388,1.0,0.093
0121-4381,0121-4381,2145-9797,psicologia ciencias sociales b q3 suma psicologica experimental human,psychology miscellaneous spanish society animal cognition perception attention psycholinguistics methodology language literature philology linguistics philosophy religion consciousness,9,17,1005.27,EUR,1085.69,1.08,2857.08,observado,True,2,20,11,48,617,39,48,0.63,56.09,0.5,2003-09-16T00:00:00Z,2025-12-19T09:13:46Z,2025-12-19,361,12,0.8125,0.5465058754469876,-0.3226,1.1085,1.6699,-0.617,0.1919,0.1818,0.45,0.093
0122-1213,1996-5389,2389-993X,trabajo social sociologia ciencias sociales c prospectiva oficial universidad privada antonio guillermo urrelo general,sciences law economics education management,14,5,2838.0,EUR,3065.04,1.08,8065.89,observado,True,0,,,,,,,,,,2020-01-09T11:25:57Z,2020-02-05T13:06:19Z,2020-02-05,0,6,,0.4067244554277695,2.0618,,,-1.1258,0.547,,,0.0233
1794-6190,1777-5817,2339-3459,ciencias tierra medioambientales naturales c societe geologique,earth sciences france paleontology geochemistry stratigraphy geophysics tectonics geodynamics science geology,7,11,2400.0,EUR,2592.0,1.08,6821.05,observado,True,0,,,,,,,,,,2019-07-17T09:42:29Z,2026-01-14T07:02:35Z,2026-01-14,297,24,,0.3113651379322443,1.4919,,,0.4005,0.4621,,,0.2326
0124-0579,0120-1867,2145-4531,derecho ciencias sociales c q3 q4 estudios socio juridicos social,law political science relations social sciences education history communication art,10,10,1618.67,EUR,1748.16,1.08,4600.42,observado,True,2,4,13,52,576,12,50,0.26,44.31,0.3125,2017-05-02T18:20:18Z,2025-09-01T06:36:39Z,2025-09-01,0,20,0.23076923076923078,0.3889075615495779,0.4754,-0.0472,-0.5873,0.0613,0.3107,0.0713,0.05,0.186
0121-3814,2602-408X,2323-0126,educacion general incluye capacitacion pedagogia ciencias sociales b tecne episteme,tea didaxis islamic culture archaeology history art turkish literature music fine arts,10,12,2972.0,EUR,3209.76,1.08,8446.74,observado,True,0,,,,,,,,,,2023-12-05T08:56:54Z,2023-12-05T08:56:54Z,2023-12-05,569,16,,0.32300146468904023,2.2361,,,-0.2778,0.5729,,,0.1395
0122-7483,0122-7483,2027-1352,matematica ciencias naturales b q3 universitas,multidisciplinary scientiarum sciences technology medicine engineering materials physics science,6,9,1139.73,EUR,1230.91,1.08,3239.24,observado,True,2,17,39,45,607,41,45,1.0,15.56,0.42200000000000004,2020-09-14T16:33:21Z,2023-05-02T09:03:15Z,2023-05-02,607,11,0.9111111111111111,0.5313398410221907,-0.1477,0.5564,1.2467,-0.7018,0.2179,0.129,0.375,0.0814
2145-6054,2256-2796,2256-2796,derecho ciencias sociales c juridica mario alario d legal general social labor criminal uniform jurisprudence,filippo systems institutions theory law security comparative,15,7,1303.34,EUR,1407.61,1.08,3704.24,observado,True,0,,,,,,,,,,2019-05-10T23:36:54Z,2019-08-30T10:04:29Z,2019-08-30,472,20,,0.33910619889150745,0.0652,,,0.0613,0.2496,,,0.186
0120-4807,2011-2734,0120-4807,sociologia ciencias sociales b universitas humanistica social general,ethnography situated knowledge global south critical perspectives geography anthropology recreation sciences sociology,8,12,2618.0,EUR,2827.44,1.08,7440.63,observado,True,0,,,,,,,,,,2007-05-09T12:41:34Z,2022-08-17T18:13:37Z,2022-08-17,250,16,,0.3277390839349079,1.7755,,,-0.2778,0.5043,,,0.1395
0012-7353,2183-1912,2346-2183,otras ingenierias tecnologias ingenieria tecnologia c social general,dyna innovation sciences well being tourism sustainability,8,7,1657.98,EUR,1790.62,1.08,4712.16,observado,True,0,,,,,,,,,,2015-09-22T16:40:48Z,2025-02-13T13:32:39Z,2025-02-13,198,12,,0.40978588113363884,0.5266,,,-0.617,0.3183,,,0.093
0120-4157,2710-3471,2590-7379,otras ciencias medicas salud b general,biomedica medicine endocrinology public health radiology pediatrics science biology,6,9,1549.04,EUR,1672.96,1.08,4402.53,observado,True,0,,,,,,,,,,2023-11-12T11:06:42Z,2023-11-12T11:06:42Z,2023-11-12,270,6,,0.4206610337295628,0.3848,,,-1.1258,0.2972,,,0.0233
0120-386X,0120-386X,2256-3334,ciencias salud medicas b q4 facultad nacional publica pemikiran administrasi negara asia,epidemiology health information management policy public environmental occupational professions medicine jurnal administration bureaucracy service governance local government political science institutions asian only,12,22,2390.0,EUR,2581.2,1.08,6792.63,observado,True,1,17,31,113,1013,33,97,0.2,32.68,0.6207,2022-09-19T15:04:51Z,2022-09-19T15:04:51Z,2022-09-19,143,22,0.2920353982300885,0.3696171313522461,1.4789,-0.3554,1.2467,0.2309,0.4602,0.0418,0.375,0.2093
0120-0739,2065-2445,2256-201X,forestal agricultura silvicultura pesca ciencias agricolas b colombia,forestry silviculture environmental sciences agriculture,8,5,1999.2,EUR,2159.14,1.08,5681.95,observado,True,0,,,,,,,,,,2011-02-21T10:00:52Z,2023-06-06T10:59:29Z,2023-06-06,391,12,,0.40576431633201954,0.9705,,,-0.617,0.3845,,,0.093
2011-0731,2011-0731,2011-0731,ciencias educacion sociales c academia virtualidad,education teaching online learning,6,4,2331.51,EUR,2518.03,1.08,6626.39,observado,True,0,,,,,,,,,,2017-03-06T15:06:36Z,2021-07-27T18:33:57Z,2021-07-27,333,20,,0.3222521754425146,1.4028,,,0.0613,0.4488,,,0.186
2027-5137,2215-4744,2322-777X,historia arqueologia humanidades a2 q4 memoria costa central general europe doctrinal,history political science relations arts humanities social sciences historiography rican american latin america spanish philosophy psychology religion theology specific doctrines movements heresies schisms,11,23,1116.0,EUR,1205.28,1.08,3171.79,observado,True,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,2019-04-25T00:54:35Z,2022-09-26T12:59:42Z,2022-09-26,731,8,0.07017543859649122,0.4330724767084365,-0.1785,-0.7791,-0.7284,-0.9562,0.2133,0.0012,0.025,0.0465
0124-5821,0124-5821,0124-5821,ciencias sociales interdisciplinaria otras b virtual universidad catolica norte social general,sciences education humanities,11,3,3068.0,EUR,3313.44,1.08,8719.58,observado,True,0,,,,,,,,,,2018-03-02T12:10:45Z,2021-02-11T10:06:30Z,2021-02-11,221,50,,0.23013598302727406,2.361,,,2.6052,0.5915,,,0.5349
1900-5016,1991-2773,2248-6011,economia negocios ciencias sociales c latinoamericanos administracion rias cultural,american hemispheric transoceanic literary anthropology language literature,9,7,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2021-01-12T14:49:39Z,2021-01-12T14:49:38Z,2021-01-12,1,50,,0.25892674873988814,0.7481,,,2.6052,0.3513,,,0.5349
1900-6586,2521-9715,2500-7645,ciencias sociales interdisciplinaria otras b cientifica general maria cordova facultad veterinarias universidad zulia,jose veterinary medicine animal science agricultural economics public health food technology agriculture culture cattle,13,14,895.15,EUR,966.76,1.08,2544.11,observado,True,0,,,,,,,,,,2023-02-27T14:36:38Z,2023-02-27T14:36:38Z,2023-02-27,2418,9,,0.4236763726172109,-0.4659,,,-0.8714,0.1705,,,0.0581
2590-9215,2590-9215,2590-9215,ciencias sociales interdisciplinaria otras c perspectivas social general,education sciences pedagogy,8,3,2838.0,EUR,3065.04,1.08,8065.89,observado,True,0,,,,,,,,,,2018-05-16T11:01:22Z,2021-11-02T08:22:30Z,2021-11-02,135,18,,0.3198095162866439,2.0618,,,-0.1083,0.547,,,0.1628
0122-8102,2684-0499,2346-1691,idiomas literatura humanidades c estudios linguisticos literarios italian portuguese,literature linguistics discourse analysis language philology french spanish,9,8,2628.61,EUR,2838.9,1.08,7470.79,observado,True,0,,,,,,,,,,2022-10-11T16:13:21Z,2022-10-11T16:13:21Z,2022-10-11,85,16,,0.3275921705155984,1.7894,,,-0.2778,0.5064,,,0.1395
0120-3347,2256-2087,2145-4604,anestesiologia medicina clinica ciencias medicas salud c q4 colombiana scientific general civil,anesthesiology pain medicine critical care intensive logi transport logistics warehousing handling vehicle sustainability technology engineering transportation,12,16,150.0,EUR,162.0,1.08,426.32,declarado,True,1,9,41,113,908,51,96,0.54,22.15,0.3846,2024-04-02T13:46:11Z,2026-07-24T16:43:03Z,2026-07-24,208,12,0.45132743362831856,0.4645302027334219,-1.4353,-0.0729,0.1181,-0.617,0.0262,0.0688,0.175,0.093
1900-4699,2797-0965,2500-5316,ciencias biologicas naturales c q3 q4 facultad basicas,health professions miscellaneous occupational therapy physical sports rehabilitation public environmental speech hearing medicine basica primary education elementary learning strategies islamic special aspects,8,22,2000.0,EUR,2160.0,1.08,5684.21,observado,True,2,6,46,89,1864,64,83,0.85,40.52,0.49439999999999995,2025-05-08T05:33:59Z,2025-05-08T05:33:59Z,2025-05-08,31,16,0.7191011235955056,0.4080396580494145,0.9715,0.428,-0.3052,-0.2778,0.3846,0.1167,0.1,0.1395
0124-6542,0124-6542,2389-7732,arquitectura urbanismo arte humanidades b q2 q3 q4 modulo cuc urbanism visual urban,visual arts performing humanities miscellaneous architecture urban engineering social sciences design landscape fine,13,13,2838.0,EUR,3065.04,1.08,8065.89,observado,True,3,4,16,48,742,13,48,0.24,46.38,0.4138,2023-12-08T12:27:17Z,2023-12-08T12:27:17Z,2023-12-08,1172,20,0.2708333333333333,0.40862036185621414,2.0618,-0.4581,-0.5873,0.0613,0.547,0.0319,0.05,0.186
0120-4874,0123-2576,2357-6308,medicina general interna clinica ciencias medicas salud c q4 u p s,education medical laboratory technology medicine miscellaneous health professions social sciences upb b clinical nursing adult children women,12,17,1448.6,EUR,1564.49,1.08,4117.08,observado,True,1,4,0,62,0,16,50,0.28,0.0,0.0,2021-07-12T18:21:26Z,2021-07-12T18:21:26Z,2021-07-12,192,22,0.25806451612903225,0.3503899772686301,0.2542,-0.4581,-0.5873,0.2309,0.2778,0.0319,0.05,0.2093
1657-9534,0120-8322,1657-9534,medicina clinica ciencias medicas salud b q4 colombia medica,medicine miscellaneous education training educational special aspects theory practice,9,9,300.0,EUR,324.0,1.08,852.63,observado,True,1,30,18,87,534,88,70,1.16,29.67,0.494,2019-06-23T02:54:33Z,2019-06-23T02:54:33Z,2019-06-23,0,12,1.0114942528735633,0.5467404013894821,-1.2401,0.3381,3.0807,-0.617,0.0552,0.1081,0.7,0.093
2216-0159,2462-8603,2462-8603,ciencias educacion sociales b praxis saber,education pedagogy didactics teaching culture teacher training special aspects,6,9,2380.0,EUR,2570.4,1.08,6764.21,observado,True,0,,,,,,,,,,2025-04-01T07:03:57Z,2025-04-01T07:03:57Z,2025-04-01,580,16,,0.33110744947870907,1.4659,,,-0.2778,0.4582,,,0.1395
2215-8944,2145-4493,2215-8944,derecho ciencias sociales b q4 academia universidad catolica santisima concepcion legal jurisprudence,law social sciences history public private,12,6,2331.51,EUR,2518.03,1.08,6626.39,observado,True,1,5,7,35,453,4,16,0.12,64.71,0.5,2024-11-05T07:14:45Z,2024-11-05T07:14:45Z,2024-11-05,126,10,0.11428571428571428,0.424025786433698,1.4028,-0.5737,-0.4463,-0.7866,0.4488,0.0209,0.075,0.0698
1900-9178,1850-2067,1900-9178,ingenieria ambiental tecnologia c agua suelo plant general,aire crop science soil nutrition environmental sustainable agriculture culture,8,9,60.0,USD,60.0,1.0,157.89,declarado,True,0,,,,,,,,,,2012-04-26T14:59:14Z,2025-02-17T13:18:01Z,2025-02-17,483,14,,0.3724268752197659,-1.5582,,,-0.4474,0.0079,,,0.1163
0123-4986,1988-8295,2256-5493,trabajo social sociologia ciencias sociales c reform general,work services intervention politics sciences history conditions problems,8,8,267.75,EUR,289.17,1.08,760.97,observado,True,0,,,,,,,,,,2018-05-19T10:30:57Z,2026-02-12T20:29:02Z,2026-02-12,274,35,,0.32792890706695743,-1.2821,,,1.3333,0.049,,,0.3605
0122-2066,2469-0732,2145-8499,historia arqueologia humanidades c anuario fronteras general europe,regional history didactics america latin spanish,8,6,1878.22,EUR,2028.48,1.08,5338.11,observado,True,0,,,,,,,,,,2017-03-22T16:32:34Z,2022-10-19T03:10:45Z,2022-10-19,680,15,,0.34088045972830444,0.8131,,,-0.3626,0.361,,,0.1279
2011-4532,,2463-1469,sociologia ciencias sociales c,eleuthera,4,1,1702.2,EUR,1838.38,1.08,4837.84,observado,True,0,,,,,,,,,,,,,,,,0.3413686667879926,0.5841,,,,0.3269,,,
0124-7913,0718-3607,2027-145X,arquitectura urbanismo arte humanidades a2 bitacora urbano territorial urban mid social,planning landscape region size cities territory fine arts architecture sciences communities classes races groups city sociology,11,16,661.3,EUR,714.2,1.08,1879.47,observado,True,0,,,,,,,,,,2011-10-20T12:52:49Z,2025-04-07T11:21:31Z,2025-04-07,682,20,,0.3503661168832159,-0.7701,,,0.0613,0.1252,,,0.186
0120-8454,2386-8066,2145-9169,otras humanidades b analisis investigacion filosofica general,philosophy political ethics language epistemology psychology religion speculative theory knowledge,7,10,2258.19,EUR,2438.85,1.08,6418.03,observado,True,0,,,,,,,,,,2019-04-04T22:57:53Z,2019-08-30T10:04:17Z,2019-08-30,0,20,,0.3233843923587429,1.3074,,,0.0613,0.4346,,,0.186
1012-8255,0719-6318,1012-8255,otras humanidades c academia latinoamericana administracion social general,philosophy sciences humanities works history scholarship learning,8,7,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2017-08-23T10:44:29Z,2019-12-05T23:26:22Z,2019-12-05,146,5,,0.4191130122191675,0.7481,,,-1.2106,0.3513,,,0.0116
0121-8123,1657-0448,2027-9000,reumatologia medicina clinica ciencias medicas salud c q4 colombiana scientific general civil,dermatology surgery medicine logi transport logistics warehousing handling vehicle sustainability technology engineering transportation,12,13,150.0,EUR,162.0,1.08,426.32,declarado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2024-04-02T13:46:11Z,2026-07-24T16:43:03Z,2026-07-24,208,12,0.04065040650406504,0.4335519963490753,-1.4353,-0.7278,-0.8695,-0.617,0.0262,0.0061,0.0,0.093
2215-9177,0123-2576,2215-9177,medicina clinica ciencias medicas salud c q4 ces experimental general,education medical laboratory technology medicine miscellaneous health professions social sciences clinical surgery oncology public,10,14,1448.6,EUR,1564.49,1.08,4117.08,observado,True,1,4,0,62,0,16,50,0.28,0.0,0.0,2016-10-25T09:25:34Z,2023-08-14T10:00:55Z,2023-08-14,13014,6,0.25806451612903225,0.43957385127225923,0.2542,-0.4581,-0.5873,-1.1258,0.2778,0.0319,0.05,0.0233
1794-6638,2447-3855,2619-4066,derecho ciencias sociales c human social,ratio juris rights justice law,6,5,1410.32,EUR,1523.15,1.08,4008.29,observado,True,0,,,,,,,,,,2017-09-15T23:43:57Z,2022-12-15T13:23:53Z,2022-12-15,45,15,,0.3481917600382525,0.2044,,,-0.3626,0.2704,,,0.1279
0122-7238,2386-3846,2256-5248,otras humanidades b historia educacion latinoamericana,education history,6,2,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2013-10-01T15:20:22Z,2022-08-22T20:05:54Z,2022-08-22,2943,19,,0.33256086463943924,0.7481,,,-0.0235,0.3513,,,0.1744
0120-0976,0120-0976,2538-9866,otras ciencias sociales c q3 interamericana bibliotecologia rias cultural,library information sciences social american hemispheric transoceanic literary anthropology language literature,9,11,1828.24,EUR,1974.5,1.08,5196.05,observado,True,2,12,22,64,700,30,58,0.51,31.82,0.5455,2021-01-12T14:49:39Z,2021-01-12T14:49:38Z,2021-01-12,1,50,0.46875,0.3555376150705915,0.7481,0.2995,0.5413,2.6052,0.3513,0.1044,0.25,0.5349
0120-3932,,2382-3860,negocios economia ciencias sociales c economicas cuc social as,management economics education accounting sciences economic theory demography science,9,9,1828.49,EUR,1974.77,1.08,5196.76,observado,True,0,,,,,,,,,,2015-11-10T13:17:26Z,2018-10-17T07:21:28Z,2018-10-17,239,8,,0.4142999458923853,0.7484,,,-0.9562,0.3514,,,0.0465
0121-6805,,1909-7719,economia negocios ciencias sociales b facultad economicas investigacion reflexion social as,management economics education accounting sciences economic theory demography science,11,9,1828.49,EUR,1974.77,1.08,5196.76,observado,True,0,,,,,,,,,,2015-11-10T13:17:26Z,2018-10-17T07:21:28Z,2018-10-17,239,8,,0.4142999458923853,0.7484,,,-0.9562,0.3514,,,0.0465
0120-2448,1657-0448,2248-6054,otras ciencias medicas salud c q4 medica colombiana human,dermatology surgery medicine biomedical science health translational clinical practice,9,9,300.0,EUR,324.0,1.08,852.63,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2026-02-25T15:09:33Z,2026-02-25T15:09:33Z,,60,14,0.04065040650406504,0.37361079293665045,-1.2401,-0.7278,-0.8695,-0.4474,0.0552,0.0061,0.0,0.1163
0120-100X,0123-5095,2145-8480,ingenieria quimica tecnologia c q3 cultural,philosophy arts humanities ion multicultural education educational equity cross theory practice,6,11,405.79,EUR,438.25,1.08,1153.29,observado,True,2,3,26,60,530,9,52,0.08,20.38,0.35,2024-01-10T14:50:23Z,2024-01-10T14:50:23Z,2024-01-10,0,52,0.15,0.34509380321928357,-1.1025,-0.3939,-0.7284,2.7748,0.0757,0.0381,0.025,0.5581
