"TXT_ISSN_P","TXT_ISSN_E","TXT_ISSN_L","NME_REVISTA_IN","NRO_ANO","ID_CLAS_REV","PAIS_REV_IN","REG_REV_IN","DEP_REV_IN","COD_DANE_REV_IN","MUN_REV_IN","ID_AREA_CON","NME_ESPECIALIDAD","NME_AREA","NME_GRAN_AREA","ID_INST_EDIT_1","NME_INST_EDIT_1","TIPO_INS_N1_E1","TIPO_INS_N2_E1","TIPO_INS_N3_E1","TIPO_INS_N4_E1","ID_INST_EDIT_2","NME_INST_EDIT_2","TIPO_INS_N1_E2","TIPO_INS_N2_E2","TIPO_INS_N3_E2","TIPO_INS_N4_E2","ID_INST_EDIT_3","NME_INST_EDIT_3","TIPO_INS_N1_E3","TIPO_INS_N2_E3","TIPO_INS_N3_E3","TIPO_INS_N4_E3","ID_REVISTA_P"
"0124-406X","2382-4921",,"Rastros Rostros","2010","C","Colombia","Centro Oriente","Santander","68001","Bucaramanga","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","4,433","CORPORACION CLINICA UNIVERSIDAD COOPERATIVA DE COLOMBIA","Otras","Organizaciones no gubernamentales","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","375"
"0123-9465",,,"Ambiente Jurídico","2011","C","Colombia","Eje Cafetero","Caldas","17001","Manizales","5E","No registra","Derecho","Ciencias Sociales","1,641","UNIVERSIDAD DE MANIZALES UMANIZALES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,105"
"2011-0413",,,"Revista Investigaciones Aplicadas","2012","C","No disponible","No disponible","No disponible",,"No disponible","2K","No registra","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","576","UNIVERSIDAD PONTIFICIA BOLIVARIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,152"
"0120-8454","2145-9169",,"Análisis","2012","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6E02","Filosofía","Otras Humanidades","Humanidades","675","UNIVERSIDAD SANTO TOMAS","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","710"
"1900-3080",,,"Revista Nacional De Odontología","2010","C","Colombia","Eje Cafetero","Antioquia","05266","Envigado","3B","No registra","Medicina Clínica","Ciencias Médicas y de la Salud","4,433","CORPORACION CLINICA UNIVERSIDAD COOPERATIVA DE COLOMBIA","Otras","Organizaciones no gubernamentales","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","188"
"1794-7928",,,"Spei Domus","2010","C","Colombia","Centro Oriente","Santander","68001","Bucaramanga","4C01","Ciencias Veterinarias","Ciencias Veterinarias","Ciencias Agrícolas","4,433","CORPORACION CLINICA UNIVERSIDAD COOPERATIVA DE COLOMBIA","Otras","Organizaciones no gubernamentales","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","422"
,"0123-8884",,"Affectio Societatis","2013","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5A","No registra","Psicología","Ciencias Sociales","883","UNIVERSIDAD DE ANTIOQUIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","439"
"0124-0021",,,"Diálogos De Saberes","2010","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","280"
"0121-7607",,,"Ambiente Y Desarrollo","2012","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","1F13","Ecología","Ciencias Biológicas","Ciencias Naturales","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","834"
,"2011-7477",,"Eidos","2012","A2","Colombia","Caribe","Atlántico","08001","Barranquilla","6E02","Filosofía","Otras Humanidades","Humanidades","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible","364"
"2011-2173",,,"Revista Colombiana De Ciencias Hortícolas","2012","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","4E01","Otras Ciencias Agrícolas","Otras Ciencias Agrícolas","Ciencias Agrícolas","4,475","SOCIEDAD COLOMBIANA DE CIENCIAS HORTICOLAS","Otras","Entidades sin ánimo de lucro","Privado","No disponible","930","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible","927"
,"2145-5333",,"Ciencia Y Salud Virtual","2011","C","Colombia","Caribe","Bolívar","13001","Cartagena de Indias","3C","No registra","Ciencias de la Salud","Ciencias Médicas y de la Salud","528","CORPORACION UNIVERSITARIA RAFAEL NUNEZ","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,065"
"0124-0102","2390-0202",,"Advocatus","2011","B","Colombia","Caribe","Atlántico","08001","Barranquilla","5E01","Derecho","Derecho","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","391"
"2027-5137","2322-777X",,"Historia Y Memoria","2014","A2","Colombia","Centro Oriente","Boyacá","15001","Tunja","6A01","Historia","Historia y Arqueología","Humanidades","930","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","851"
"1900-6586",,,"Revista Científica ""General José María Córdova""","2014","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I02","Otras Ciencias Sociales","Otras Ciencias Sociales","Ciencias Sociales","2,331","ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,037"
"1794-7154",,,"Saber, Ciencia Y Libertad","2012","C","Colombia","Caribe","Bolívar","13001","Cartagena de Indias","5E01","Derecho","Derecho","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","829"
"2027-923X",,,"Elementos","2014","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","449","INSTITUCION UNIVERSITARIA POLITECNICO GRANCOLOMBIANO","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","831"
"0122-6339","2248-6798",,"Enunciación","2011","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6B01","Estudios Generales del Lenguaje","Idiomas y Literatura","Humanidades","968","UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","294"
,"2027-5846",,"Ingenierias Usbmed","2013","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","2K02","Otras Ingenierías y Tecnologías","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","497","UNIVERSIDAD DE SAN BUENAVENTURA CALI","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,121"
"1657-6357",,,"Sociedad Y Economía","2015","A2","Colombia","Pacífico","Valle del Cauca","76001","Cali","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","512","UNIVERSIDAD DEL VALLE","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","345"
"2027-1034",,,"Bio-Grafia","2013","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","1F","No registra","Ciencias Biológicas","Ciencias Naturales","966","UNIVERSIDAD PEDAGOGICA NACIONAL","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","866"
"1909-4841",,,"Tumbaga","2012","C","Colombia","Centro Sur","Tolima","73001","Ibagué","1F","No registra","Ciencias Biológicas","Ciencias Naturales","537","UNIVERSIDAD DEL TOLIMA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","966"
"0123-3432","2145-566X",,"Íkala","2016","A2","Colombia","Eje Cafetero","Antioquia","05001","Medellín","6B06","Lingüística","Idiomas y Literatura","Humanidades","883","UNIVERSIDAD DE ANTIOQUIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","223"
"0121-5167","2462-8433",,"Estudios Políticos","2018","B","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5F01","Ciencias Políticas","Ciencias Políticas","Ciencias Sociales","883","UNIVERSIDAD DE ANTIOQUIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","137"
"0124-5996",,,"Revista De Economía Institucional","2018","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B01","Economía","Economía y Negocios","Ciencias Sociales","686","UNIVERSIDAD EXTERNADO DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1"
"1794-9165","2256-4314",,"Ingeniería Y Ciencia","2018","B","Colombia","Eje Cafetero","Antioquia","05001","Medellín","2K","No registra","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","571","UNIVERSIDAD EAFIT","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","701"
"0120-548X","1900-1649",,"Acta Biológica Colombiana","2018","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","1F11","Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento","Ciencias Biológicas","Ciencias Naturales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","305"
"0121-7550",,,"Nomadas","2018","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5D01","Sociología","Sociología","Ciencias Sociales","699","UNIVERSIDAD CENTRAL","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","235"
"2011-7531",,,"Salud Uninorte","2018","C","Colombia","Caribe","Atlántico","08001","Barranquilla","3C05","Salud Pública","Ciencias de la Salud","Ciencias Médicas y de la Salud","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","661"
"1657-6357",,"2389-9050","Sociedad Y Economía","2022","C","Colombia","Pacífico","Valle del Cauca","76001","Cali","5I01","Ciencias Sociales, Interdisciplinaria","Otras Ciencias Sociales","Ciencias Sociales","512","UNIVERSIDAD DEL VALLE","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","345"
"0120-3053",,"2256-5779","Apuntes Del Cenes","2022","C","Colombia","Centro Oriente","Boyacá","15001","Tunja","5B","No registra","Economía y Negocios","Ciencias Sociales","930","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","6"
"0120-4823","2027-2731",,"Signo Y Pensamiento","2019","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5H04","Medios y Comunicación Social","Periodismo y Comunicaciones","Ciencias Sociales","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","120"
"1657-7027",,,"Revista Gerencia Y Políticas De Salud","2020","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3C05","Salud Pública","Ciencias de la Salud","Ciencias Médicas y de la Salud","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","330"
"0122-8102","2346-1691",,"Cuadernos De Literatura","2017","C","No disponible","No disponible","No disponible",,"No disponible","6B04","Teoría Literaria","Idiomas y Literatura","Humanidades","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,047"
"0124-4035",,,"Desafíos","2021","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5F","No registra","Ciencias Políticas","Ciencias Sociales","666","COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","309"
